tab_name,tab_desc,series,module,var,var_desc,comment_var,is_weight,is_comment,is_questionnaire,tab_desc_ewas,var_desc_ewas,analyzable,is_ecological,is_binary,is_ordinal,var_desc_ewas_sub
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,WTSC2YR,Environmental C 2 year weights,NA,1,0,0,pesticides,pesticides,0,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URXBSM,Bensulfuron methyl (ug/L),URDBSMLC,0,0,0,pesticides,pesticides,1,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URDBSMLC,Bensulfuron methyl comment code,NA,0,1,0,pesticides,pesticides,0,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URXCHS,Chlorsulfuron (ug/L),URDCHSLC,0,0,0,pesticides,pesticides,1,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URDCHSLC,Chlorsulfuron comment code,NA,0,1,0,pesticides,pesticides,0,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URXEMM,Ethametsulfuron methyl (ug/L),URDEMMLC,0,0,0,pesticides,pesticides,1,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URDEMMLC,Ethametsulfuron methyl comment code,NA,0,1,0,pesticides,pesticides,0,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URXFRM,Foramsulfuron (ug/L),URDFRMLC,0,0,0,pesticides,pesticides,1,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URDFRMLC,Foramsulfuron comment code,NA,0,1,0,pesticides,pesticides,0,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URXHLS,Halosulfuron (ug/L),URDHLSLC,0,0,0,pesticides,pesticides,1,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URDHLSLC,Halosulfuron comment code,NA,0,1,0,pesticides,pesticides,0,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URXMSM,Mesosulfuron methyl (ug/L),URDMSMLC,0,0,0,pesticides,pesticides,1,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URDMSMLC,Mesosulfuron methyl comment code,NA,0,1,0,pesticides,pesticides,0,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URXMTM,Metsulfuron methyl (ug/L),URDMTMLC,0,0,0,pesticides,pesticides,1,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URDMTMLC,Metsulfuron methyl comment code,NA,0,1,0,pesticides,pesticides,0,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URXNOS,Nicosulfuron (ug/L),URDNOSLC,0,0,0,pesticides,pesticides,1,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URDNOSLC,Nicosulfuron comment code,NA,0,1,0,pesticides,pesticides,0,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URXOXS,Oxasulfuron (ug/L),URDOXSLC,0,0,0,pesticides,pesticides,1,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URDOXSLC,Oxasulfuron comment code,NA,0,1,0,pesticides,pesticides,0,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URXPIM,Primisulfuron methyl (ug/L),URDPIMLC,0,0,0,pesticides,pesticides,1,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URDPIMLC,Primisulfuron methyl comment code,NA,0,1,0,pesticides,pesticides,0,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URXPRO,Prosulfuron (ug/L),URDPROLC,0,0,0,pesticides,pesticides,1,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URDPROLC,Prosulfuron comment code,NA,0,1,0,pesticides,pesticides,0,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URXRIM,Rimsulfuron (ug/L),URDRIMLC,0,0,0,pesticides,pesticides,1,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URDRIMLC,Rimsulfuron comment code,NA,0,1,0,pesticides,pesticides,0,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URXSMM,Sulfometuron methyl (ug/L),URDSMMLC,0,0,0,pesticides,pesticides,1,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URDSMMLC,Sulfometuron methyl comment code,NA,0,1,0,pesticides,pesticides,0,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URXSSF,Sulfosulfuron (ug/L),URDSSFLC,0,0,0,pesticides,pesticides,1,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URDSSFLC,Sulfosulfuron comment code,NA,0,1,0,pesticides,pesticides,0,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URXTHF,Thifensulfuron methyl (ug/L),URDTHFLC,0,0,0,pesticides,pesticides,1,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URDTHFLC,Thifensulfuron methyl comment code,NA,0,1,0,pesticides,pesticides,0,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URXTRA,Triasulfuron (ug/L),URDTRALC,0,0,0,pesticides,pesticides,1,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URDTRALC,Triasulfuron comment code,NA,0,1,0,pesticides,pesticides,0,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URXTRN,Triflusulfuron methyl (ug/L),URDTRNLC,0,0,0,pesticides,pesticides,1,0,0,0,sulfuron
upp_d,Urinary Priority Pesticides,2005-2006,laboratory,URDTRNLC,Triflusulfuron methyl comment code,NA,0,1,0,pesticides,pesticides,0,0,0,0,sulfuron
