"tab_name","tab_desc","series","module","var","var_desc","comment_var","is_weight","is_comment","is_questionnaire","tab_desc_ewas","var_desc_ewas","analyzable","is_ecological","is_binary","is_ordinal","var_desc_ewas_sub"
"vocwb_d","Volatile Organic Compounds","2005-2006","laboratory","WTSVOC2Y","VOC subsample 2 yr MEC Weight",NA,1,0,0,"volatile compounds","volatile compounds",0,0,0,0,NA
"vocwb_d","Volatile Organic Compounds","2005-2006","laboratory","LBXV1A","Blood 1,1-Dichloroethane (ng/mL)","LBDV1ALC",0,0,0,"volatile compounds","volatile compounds",1,0,0,0,NA
"vocwb_d","Volatile Organic Compounds","2005-2006","laboratory","LBDV1ALC","Blood 1,1-Dichloroethane Comment Code",NA,0,1,0,"volatile compounds","volatile compounds",0,0,0,0,NA
"vocwb_d","Volatile Organic Compounds","2005-2006","laboratory","LBXV1D","Blood 1,2-Dichlorobenzene (ng/mL)","LBDV1DLC",0,0,0,"volatile compounds","volatile compounds",1,0,0,0,NA
"vocwb_d","Volatile Organic Compounds","2005-2006","laboratory","LBDV1DLC","Blood 1,2-Dichlorobenzene Comment Code",NA,0,1,0,"volatile compounds","volatile compounds",0,0,0,0,NA
"vocwb_d","Volatile Organic Compounds","2005-2006","laboratory","LBXV1E","Blood 1,1-Dichloroethene (ng/mL)","LBDV1ELC",0,0,0,"volatile compounds","volatile compounds",1,0,0,0,NA
"vocwb_d","Volatile Organic Compounds","2005-2006","laboratory","LBDV1ELC","Blood 1,1-Dichloroethene Comment Code",NA,0,1,0,"volatile compounds","volatile compounds",0,0,0,0,NA
"vocwb_d","Volatile Organic Compounds","2005-2006","laboratory","LBXV2A","Blood 1,2-Dichloroethane (ng/mL)","LBDV2ALC",0,0,0,"volatile compounds","volatile compounds",1,0,0,0,NA
"vocwb_d","Volatile Organic Compounds","2005-2006","laboratory","LBDV2ALC","Blood 1,2-Dichloroethane Comment Code",NA,0,1,0,"volatile compounds","volatile compounds",0,0,0,0,NA
"vocwb_d","Volatile Organic Compounds","2005-2006","laboratory","LBXV2C","Blood cis-1,2-Dichloroethene (ng/mL)","LBDV2CLC",0,0,0,"volatile compounds","volatile compounds",1,0,0,0,NA
"vocwb_d","Volatile Organic Compounds","2005-2006","laboratory","LBDV2CLC","Blood cis-1,2-Dichloroethene Comt Code",NA,0,1,0,"volatile compounds","volatile compounds",0,0,0,0,NA
"vocwb_d","Volatile Organic Compounds","2005-2006","laboratory","LBXV2E","Blood 1,1,2-Trichloroethene (ng/mL)","LBDV2ELC",0,0,0,"volatile compounds","volatile compounds",1,0,0,0,NA
"vocwb_d","Volatile Organic Compounds","2005-2006","laboratory","LBDV2ELC","Blood 1,1,2-Trichloroethene Comt Code",NA,0,1,0,"volatile compounds","volatile compounds",0,0,0,0,NA
"vocwb_d","Volatile Organic Compounds","2005-2006","laboratory","LBXV2P","Blood 1,2-Dibromo-3-chloropropane(ng/mL)","LBDV2PLC",0,0,0,"volatile compounds","volatile compounds",1,0,0,0,NA
"vocwb_d","Volatile Organic Compounds","2005-2006","laboratory","LBDV2PLC","Blood 1,2-Dibromo-3-chloropropane Comt",NA,0,1,0,"volatile compounds","volatile compounds",0,0,0,0,NA
"vocwb_d","Volatile Organic Compounds","2005-2006","laboratory","LBXV2T","Blood trans-1,2-Dichloroethene (ng/mL)","LBDV2TLC",0,0,0,"volatile compounds","volatile compounds",1,0,0,0,NA
"vocwb_d","Volatile Organic Compounds","2005-2006","laboratory","LBDV2TLC","Blood trans-1,2-Dichloroethene Comt Code",NA,0,1,0,"volatile compounds","volatile compounds",0,0,0,0,NA
