tab_name,tab_desc,var,var_desc,module,series,is_comment,is_weight
dr1iff_e,Individual Foods -- First Day,SEQN,Respondent sequence number,Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,WTDRD1,Dietary day one sample weight,Dietary,2007-2008,0,1
dr1iff_e,Individual Foods -- First Day,WTDR2D,Dietary two-day sample weight,Dietary,2007-2008,0,1
dr1iff_e,Individual Foods -- First Day,DR1ILINE,Food/Individual component number,Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1DRSTZ,Dietary recall status,Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1EXMER,Interviewer ID code,Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DRABF,Breast-fed infant (either day),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DRDINT,Number of days of intake,Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1DBIH,# of days b/w intake and HH interview,Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1DAY,Intake day of the week,Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1LANG,Language respondent used mostly,Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1CCMNM,Combination food number,Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1CCMTX,Combination food type,Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1_020,Time of eating occasion (HH:MM),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1_030Z,Name of eating occasion,Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1FS,Source of food,Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1_040Z,Did you eat this meal at home?,Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IFDCD,USDA food code,Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1MC,Modification code,Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IGRMS,Grams,Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IKCAL,Energy (kcal),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IPROT,Protein (gm),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1ICARB,Carbohydrate (gm),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1ISUGR,Total sugars (gm),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IFIBE,Dietary fiber (gm),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1ITFAT,Total fat (gm),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1ISFAT,Total saturated fatty acids (gm),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IMFAT,Total monounsaturated fatty acids (gm),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IPFAT,Total polyunsaturated fatty acids (gm),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1ICHOL,Cholesterol (mg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IATOC,Vitamin E as alpha-tocopherol (mg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IATOA,Added alpha-tocopherol (Vitamin E) (mg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IRET,Retinol (mcg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IVARA,"Vitamin A, RAE (mcg)",Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IACAR,Alpha-carotene (mcg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IBCAR,Beta-carotene (mcg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1ICRYP,Beta-cryptoxanthin (mcg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1ILYCO,Lycopene (mcg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1ILZ,Lutein + zeaxanthin (mcg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IVB1,Thiamin (Vitamin B1) (mg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IVB2,Riboflavin (Vitamin B2) (mg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1INIAC,Niacin (mg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IVB6,Vitamin B6 (mg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IFOLA,Total folate (mcg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IFA,Folic acid (mcg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IFF,Food folate (mcg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IFDFE,"Folate, DFE (mcg)",Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1ICHL,Total choline (mg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IVB12,Vitamin B12 (mcg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IB12A,Added vitamin B12 (mcg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IVC,Vitamin C (mg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IVD,Vitamin D (D2 + D3) (mcg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IVK,Vitamin K (mcg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1ICALC,Calcium (mg),Dietary,2007-2008,1,0
dr1iff_e,Individual Foods -- First Day,DR1IPHOS,Phosphorus (mg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IMAGN,Magnesium (mg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IIRON,Iron (mg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IZINC,Zinc (mg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1ICOPP,Copper (mg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1ISODI,Sodium (mg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IPOTA,Potassium (mg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1ISELE,Selenium (mcg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1ICAFF,Caffeine (mg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1ITHEO,Theobromine (mg),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IALCO,Alcohol (gm),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IMOIS,Moisture (gm),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IS040,SFA 4:0 (Butanoic) (gm),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IS060,SFA 6:0 (Hexanoic) (gm),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IS080,SFA 8:0 (Octanoic) (gm),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IS100,SFA 10:0 (Decanoic) (gm),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IS120,SFA 12:0 (Dodecanoic) (gm),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IS140,SFA 14:0 (Tetradecanoic) (gm),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IS160,SFA 16:0 (Hexadecanoic) (gm),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IS180,SFA 18:0 (Octadecanoic) (gm),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IM161,MFA 16:1 (Hexadecenoic) (gm),Dietary,2007-2008,0,0
